views/60d  langs   ngram  letters  status   title
---------  -----  ------  -------  -------  ----------------------------------------
   10,142     76                9  REMOVED  Andrea Palladio
   10,141     55               10  kept     Body language
   10,117     34   0.194        6  kept     Nollywood
   10,115    110                4  kept     Dome
   10,114     41               13  kept     The Interpretation of Dreams
   10,112     21   0.006       13  kept     A Visit from St. Nicholas
   10,109     49               11  kept     Industrial design
   10,096     22                2  REMOVED  No. 5, 1948
   10,092     10   0.006        9  REMOVED  The Blue Planet
   10,066     16   0.324        8  kept     Provenance
   10,061     19   0.002       13  kept     Polynesian mythology
   10,047     26   0.005       10  kept     Peruvian cuisine
   10,022     60                9  kept     Tuning fork
   10,015     15   0.030        9  REMOVED  RoboCop (character)
    9,973     42               12  REMOVED  Bal du moulin de la Galette
    9,969     62               12  REMOVED  Jean-François Millet
    9,954      9   0.087       10  kept     Cowardly Lion
    9,946     25                6  REMOVED  Raku ware
    9,938     54               10  kept     The Gold Rush
    9,936     15   0.855        9  kept     Coyote (mythology)
    9,928     36   0.002       10  kept     Body painting
    9,916     53                6  kept     Holism
    9,905     59                6  kept     Puppetry
    9,863     41               10  REMOVED  Jules and Jim
    9,846     15   0.001       10  kept     Lucy Van Pelt
    9,828     19                8  REMOVED  Kente cloth
    9,824     41                4  kept     Tiara
    9,820     31                6  REMOVED  Masnavi
    9,813     12   0.008       10  kept     Hundred Acre Wood
    9,796     63                6  kept     Cymbal
    9,788     24   0.008        8  kept     Cyberman
    9,775     26   0.018        9  kept     Mega Man (1987 video game)
    9,774     45               11  kept     Recording studio
    9,764     50                7  kept     Nocturne
    9,751     43                6  kept     Cha-cha-cha (dance)
    9,744     31   0.043        8  kept     Wordplay
    9,734     59               11  kept     Personification
    9,731     95                5  REMOVED  Mo Yan
    9,719     13                8  REMOVED  Pecos Bill
    9,719     14   0.028       17  REMOVED  The Autobiography of Malcolm X
    9,709     24   0.002       10  kept     Turntablism
    9,705     34               11  REMOVED  The Card Players
    9,675     65                7  REMOVED  Frans Hals
    9,670     48                4  kept     Maraca
    9,669     30   0.003       13  kept     Golden mean (philosophy)
    9,664     53                8  kept     Talk show
    9,661     57                7  kept     Ionic order
    9,642     73                6  kept     Concert
    9,631     16   0.041       10  REMOVED  Ode on a Grecian Urn
    9,620     17   0.000       10  kept     Linus Van Pelt
    9,613     26   0.007       11  kept     Flight of the Bumblebee
    9,609     40                5  kept     Buffet
    9,537     27   0.260       13  REMOVED  Philosophical Investigations
    9,515     45               10  REMOVED  Sergei Diaghilev
    9,512     88                4  kept     Park
    9,511     88                7  REMOVED  Jean Racine
    9,463     43                9  kept     Shadow play
    9,460     35               11  REMOVED  St Matthew Passion
    9,445     46                9  kept     Depth of field
    9,424     47               10  kept     Chinese architecture
    9,419    150                5  kept     Writer
    9,412     20   0.070       12  REMOVED  Centipede (video game)
    9,404     35   0.001        7  kept     Concert tour
    9,403     19   0.747       12  kept     Aladdin (Disney character)
    9,370     37               10  kept     Ink wash painting
    9,364     98                7  kept     Musician
    9,362     27               11  REMOVED  Bjarke Ingels
    9,360     44               12  REMOVED  Elves in Middle-earth
    9,359     33   0.354       10  kept     Distortion (music)
    9,347      5   0.000        9  REMOVED  Matilda Wormwood
    9,333     90                5  kept     Statue
    9,329     54                6  kept     Pastel
    9,317     44                8  kept     Lion dance
    9,313     26   0.005        9  kept     Glassblowing
    9,298     50               10  kept     Prehistoric art
    9,291     29   0.003        8  kept     Image editing
    9,282    121                4  kept     Arch
    9,265     56                8  REMOVED  Louis Sullivan
    9,259     27   0.004        8  kept     Crystal ball
    9,248      9                9  REMOVED  Akan religion
    9,238     24   0.002        8  kept     Consonance and dissonance
    9,233     35   0.005        4  kept     Macramé
    9,232     54                9  kept     Byzantine art
    9,218     26   0.000       14  REMOVED  Fermentation in food processing
    9,205     33                8  REMOVED  Négritude
    9,194     35                8  REMOVED  The Frogs
    9,193     45               10  kept     Third-person shooter
    9,180     68                8  kept     Play (theatre)
    9,168     15   0.001        9  kept     Spy fiction
    9,138     70               10  kept     Cultural heritage
    9,107     48               10  kept     Real-time strategy game
    9,078     22                8  REMOVED  The Rebel (book)
    9,070     52                9  kept     Easter Bunny
    9,058     26                6  REMOVED  Má vlast
    9,049      4   0.000       13  REMOVED  History of the hippie movement
    9,037     67               12  REMOVED  Piero della Francesca
    9,036     50                6  kept     Midgard
    9,007     30               10  REMOVED  Merce Cunningham
    8,997     74                5  kept     Lullaby
    8,990     54                9  kept     Beatboxing
    8,988     40               10  REMOVED  Rome, Open City
    8,962     29   0.000        8  kept     Buddy film
    8,943     32   0.003        9  kept     Lebanese cuisine
    8,933     43               12  kept     Metalworking
    8,930     32                7  REMOVED  The Betrothed
    8,924     10   0.021       13  kept     Iron Throne (A Song of Ice and Fire)
    8,912     32   0.178        9  kept     Handwriting
    8,910     15   0.025       13  REMOVED  Jim Hawkins (character)
    8,909    102                5  kept     Riddle
    8,892     44               12  REMOVED  Deconstructivism
    8,889     68                9  REMOVED  Gaetano Donizetti
    8,887     18                9  REMOVED  Endgame (play)
    8,866     55                9  kept     Special effect
    8,853     26   0.000        8  kept     Power chord
    8,831     54                5  kept     Hanami
    8,820     96                6  kept     Symmetry
    8,816     49                9  REMOVED  Rem Koolhaas
    8,799     20   0.006        8  kept     Vibranium
    8,798     21   0.000        7  kept     Stiletto heel
    8,794     11   0.118        9  kept     Pac-Man (character)
    8,793     55                9  kept     Relativism
    8,789     20   0.011       17  REMOVED  The Bridges of Madison County
    8,769      7               16  REMOVED  Where in the World Is Carmen Sandiego? (1985 video game)
    8,765     17                6  REMOVED  Kachina
    8,749     28   0.010        9  kept     Claymation
    8,744     34   0.037        7  REMOVED  Earthenware
    8,742     24   0.001        8  REMOVED  Zombie film
    8,737     34               11  REMOVED  John Nash (architect)
    8,733     34                9  REMOVED  Neo-expressionism
    8,718     52                7  kept     Engraving
    8,680     23               12  REMOVED  Culture jamming
    8,656     21   0.018        9  kept     Bolshoi Ballet
    8,638     56                8  kept     Acrobatics
    8,631     22   0.002        6  kept     Contortion
    8,616     20   0.055       12  kept     Foreshadowing
    8,611     50                7  kept     Varnish
    8,609     88                6  kept     Column
    8,609     66               14  REMOVED  Jean-Baptiste-Camille Corot
    8,605     31   0.111        5  kept     Gamer
    8,586     51               10  kept     Hip-hop culture
    8,578     40                7  REMOVED  Mezzotint
    8,576     39                7  kept     Gold leaf
    8,566     34   0.008       11  kept     Islamic calligraphy
    8,566     22   0.002        9  kept     Square dance
    8,565     29   0.853        9  kept     Swing (dance)
    8,553     45                9  REMOVED  Till Eulenspiegel
    8,544     53               10  kept     Self-portrait
    8,526     56                7  REMOVED  Antonio Canova
    8,502     37               12  REMOVED  Discourse on the Method
    8,496     27   0.011       12  kept     Paris Fashion Week
    8,475     14                8  REMOVED  Risograph
    8,444     55                7  kept     Packaging
    8,441     34               12  REMOVED  Lindisfarne Gospels
    8,437     71                6  REMOVED  Phidias
    8,429     27   0.099        9  kept     Christmas music
    8,421     46                7  REMOVED  Sfumato
    8,402     12                7  REMOVED  Sehnsucht
    8,395     27   0.048        9  kept     Greek chorus
    8,362     55               10  kept     Iconography
    8,360     40               12  REMOVED  Royal Academy of Arts
    8,353     49                9  kept     Japanese garden
    8,336     53               11  kept     Theatre of the absurd
    8,330     27               12  REMOVED  Andy Goldsworthy
    8,323     34   0.005       11  REMOVED  Symphony No. 40 (Mozart)
    8,288     36               13  kept     Simulation video game
    8,285     23   0.025        8  kept     Jitterbug
    8,284     33   1.898       11  kept     Realism (art movement)
    8,258     65               10  REMOVED  Leon Battista Alberti
    8,234     65               10  kept     Romanesque art
    8,233     22               15  REMOVED  Rhapsody on a Theme of Paganini
    8,212      9                5  REMOVED  Sonnet 116
    8,205     61                8  kept     Joystick
    8,203     15                8  REMOVED  Formal fallacy
    8,183     35   0.000        8  kept     Protest song
    8,169     39                7  REMOVED  Grisaille
    8,169     33                7  REMOVED  Impasto
    8,153     42                7  kept     Digital art
    8,149     45               10  REMOVED  Encaustic painting
    8,094     16               13  REMOVED  Authenticity (philosophy)
    8,076    138                4  kept     Poet
    8,068     67               10  kept     Planetarium
    8,065     24               11  REMOVED  Nocturnes (Chopin)
    8,042     25   0.003        7  kept     Flower power
    8,041     80                7  kept     Fountain
    8,032     55                5  kept     Craft
    8,029      6   0.514        3  kept     Toto (Oz)
    8,024     54                7  REMOVED  Pediment
    7,998     45                6  kept     Buttress
    7,995     24               10  REMOVED  Theme Hospital
    7,991     31   0.010       10  kept     A Hero of Our Time
    7,989     27   0.000       14  REMOVED  Contemporary classical music
    7,978     42                8  kept     Headscarf
    7,971     22                8  REMOVED  Insular art
    7,971     19   0.002       10  kept     Thoughtcrime
    7,970     43                5  kept     Remix
    7,949     23   0.001        9  kept     Throat singing
    7,947     40               13  kept     Mesopotamian mythology
    7,941     29   0.000        7  kept     Retro style
    7,929     33                7  REMOVED  Linocut
    7,910     30               12  REMOVED  Teleological argument
    7,896     29   0.020        8  kept     Widescreen
    7,894     45                9  REMOVED  Pina Bausch
    7,890    119                3  REMOVED  Du Fu
    7,877     50               10  kept     Trailer (promotion)
    7,875     44                7  kept     Billboard
    7,868     54                5  kept     Op art
    7,864     68               12  kept     Eastern philosophy
    7,860     78                6  kept     Chapel
    7,837     42                8  kept     Modern dance
    7,837     40               11  kept     Photorealism
    7,835     27   0.012        7  kept     Topiary
    7,824     25               12  REMOVED  Don Quixote (ballet)
    7,812     31   0.007       10  kept     Dream interpretation
    7,781     21               13  REMOVED  Hopscotch (Cortázar novel)
    7,768     29   0.000        8  REMOVED  Pointe shoe
    7,762     75                7  kept     Lipstick
    7,754     21   0.035        9  REMOVED  An American in Paris
    7,740     56                9  kept     Bust (sculpture)
    7,734     65                3  kept     Ode
    7,726     40               12  kept     History of architecture
    7,686     55                6  kept     Overture
    7,685     28   0.012        9  kept     Stage fright
    7,683     32   0.002       10  kept     Trick-or-treating
    7,663     35   0.021        8  REMOVED  Stoneware
    7,658     19   0.017       10  REMOVED  Missile Command
    7,648     28   0.001        8  kept     Street dance
    7,646     51                5  kept     Free verse
    7,640     34   0.008        7  kept     Folk art
    7,601     37                5  kept     Spire
    7,600     63                8  kept     Art history
    7,599     27   0.000       12  REMOVED  Life simulation game
    7,591      9               13  REMOVED  Friday (Robinson Crusoe)
    7,589     31               11  REMOVED  Ilya Muromets
    7,582     37               12  kept     Architecture of India
    7,580     21               13  REMOVED  Epistulae Morales ad Lucilium
    7,568     26   0.203        9  REMOVED  On Liberty
    7,549     16                9  REMOVED  Alonso Quijano
    7,544     32                7  REMOVED  Ziusudra
    7,541      5   0.025       10  REMOVED  Astro Boy (character)
    7,539     44                5  kept     Street art
    7,538     29                8  REMOVED  Mass in B minor
    7,536     43               12  kept     Black and white
    7,534     23   0.000       16  REMOVED  Australian Aboriginal religion and mythology
    7,518     59                8  kept     Postcard
    7,518     31                9  REMOVED  Steve McCurry
    7,515     18   0.044        6  kept     Sidekick
    7,500     48               10  kept     Playground
    7,489     32                7  REMOVED  Coloratura
    7,485      8                6  REMOVED  Tribble
    7,478     50                9  kept     Goldsmith
    7,477     49                7  REMOVED  Père Goriot
    7,474     69                7  kept     Monologue
    7,466     59                7  kept     Subtitles
    7,455     67                6  kept     Acting
    7,453     42                7  kept     Celtic art
    7,452     49                6  kept     Concerto
    7,448     52                6  kept     Bow tie
    7,435     59                9  REMOVED  Paul Signac
    7,430     65                4  kept     Cantata
    7,407     37                8  REMOVED  Ballets Russes
    7,386     27   0.003       10  kept     Marching band
    7,385     40                6  kept     Curator
    7,379     54                6  kept     Radio drama
    7,371     69                5  kept     Simile
    7,364      5   0.102       12  kept     Tiny Tim (A Christmas Carol)
    7,364     38                8  kept     Whistling
    7,361     18   0.287       12  REMOVED  Samba (Brazilian dance)
    7,349     24   0.046        9  REMOVED  Venetian glass
    7,341     43                8  kept     Souvenir
    7,323     34                9  REMOVED  High-tech architecture
    7,315     30               13  REMOVED  Six Characters in Search of an Author
    7,286     62               11  kept     Landscape painting
    7,266     30   0.001        5  kept     Fan art
    7,261     63               10  kept     Vault (architecture)
    7,254     79                9  kept     Choreography
    7,251     34   0.004        8  kept     Fashion show
    7,218     28   0.049       11  kept     Bhangra (music)
    7,215     26   0.006       13  kept     Influencer marketing
    7,213     10   0.000       13  kept     Video game controversies
    7,212     35   0.002       10  kept     Fashion week
    7,204     23   0.001        9  kept     Hip-hop dance
    7,199     67                9  REMOVED  Alfred Sisley
    7,199     75                8  kept     Dialogue
    7,184     22   0.046        8  kept     Cartoonist
    7,165     35                8  REMOVED  Barnett Newman
    7,165     30   0.049       10  kept     Chinese painting
    7,160     60                9  kept     Film editing
    7,151     28   0.001       13  kept     Tightrope walking
    7,132     59                8  kept     Islamic art
    7,106     35                5  REMOVED  Wayang
    7,099     39                8  kept     Woodworking
    7,090     45               12  kept     Strategy video game
    7,082      9   0.044        7  kept     Sideshow
    7,074      7               10  REMOVED  Weimar culture
    7,053     32   0.016        4  kept     Wii Fit
    7,044     26   0.003       10  REMOVED  Postmodern art
    7,043     30   0.355        9  kept     Tutu (clothing)
    7,028     19               13  REMOVED  Enchiridion of Epictetus
    7,017     42                5  kept     Parade
    7,015     33   0.000       10  kept     Speech balloon
    7,010     10   0.001        8  REMOVED  Neon lighting
    7,002     22   0.003        8  kept     Portrait painting
    6,988     31                6  REMOVED  Finlandia
    6,987     10                8  REMOVED  Long take
    6,987     43                7  kept     Skyline
    6,982     65                8  REMOVED  Mikhail Glinka
    6,965     29  13.080       10  kept     Level (video games)
    6,964     36                3  kept     Riff
    6,949     21                7  REMOVED  Marginalia
    6,943     65                9  kept     Illustration
    6,887     77                6  REMOVED  Masaccio
    6,871     34                7  REMOVED  Safety Last!
    6,858     70                6  kept     Poster
    6,857     24                7  REMOVED  La campanella
    6,851     37               11  kept     Music festival
    6,844     35   0.035       12  REMOVED  Personal identity
    6,840     47               10  kept     String quartet
    6,836     42               13  kept     Composition (visual arts)
    6,831     26               10  REMOVED  Persian miniature
    6,829     25   0.492        6  kept     Anthem
    6,827     27   0.019       10  REMOVED  Water Music
    6,797      3   4.111        9  kept     Band (rock and pop)
    6,787     63                5  kept     Oratorio
    6,785     35   3.336        8  kept     Rest (music)
    6,780      9               13  REMOVED  Bad faith (existentialism)
    6,771     53                6  REMOVED  André Derain
    6,771      9   0.001        8  REMOVED  Origin story
    6,764     41               12  REMOVED  Claes Oldenburg
    6,761     41                7  kept     Toast (honor)
    6,758     18                8  REMOVED  Lacquerware
    6,749     11                7  REMOVED  Tetris Effect
    6,747     50                6  kept     Handbag
    6,737     85                6  kept     Monument
    6,736     41                9  REMOVED  Anamorphosis
    6,735     37                7  kept     Antique
    6,731     60               12  kept     Philosophy of religion
    6,729     14   0.004        8  kept     Character class
    6,720     36   0.011        9  kept     Dixieland jazz
    6,712     21   0.037        6  kept     Trapeze
    6,700     44                8  kept     Wedding dress
    6,693     29   0.001        9  kept     Portrait photography
    6,671     20   0.000        6  kept     Beat Saber
    6,669     22               12  REMOVED  Prélude à l'après-midi d'un faune
    6,668     51                5  kept     Muggle
    6,666     56               10  REMOVED  Maya Plisetskaya
    6,666     35   0.033        6  kept     Rock art
    6,664     42                7  kept     Unicycle
    6,660      7   0.004        8  kept     Bat-Signal
    6,657     71                9  kept     Lyric poetry
    6,642     29                6  REMOVED  Monophony
    6,640     35                8  REMOVED  Vorticism
    6,636     36   0.001        8  kept     Poet laureate
    6,635     45               12  kept     Ancient Egyptian architecture
    6,629     29   0.001       10  kept     Poetry slam
    6,614     58                7  kept     Suite (music)
    6,606     19                4  REMOVED  Ikat
    6,599     18   0.001        9  kept     Guitar solo
    6,583     53               11  kept     Accent (sociolinguistics)
    6,580     26               12  REMOVED  École des Beaux-Arts
    6,519     37                9  REMOVED  Colorfulness
    6,499     54                8  REMOVED  Juan Gris
    6,482     59               10  REMOVED  Viktor Vasnetsov
    6,478     21   0.003       13  REMOVED  Architectural drawing
    6,468     23   2.489       12  kept     Flower (video game)
    6,467     17               13  REMOVED  Hindu temple architecture
    6,466     15   0.056        9  kept     Latin music
    6,463     20   0.004       10  kept     Album cover
    6,450     24   0.000        8  REMOVED  Prayer wheel
    6,447     76               10  kept     Town square
    6,437     53                6  kept     Roman art
    6,433     75                9  kept     Marina Tsvetaeva
    6,429     27                7  REMOVED  Pas de deux
    6,422     34   0.120        7  kept     Starfleet
    6,416     51                8  kept     Rose window
    6,397     28   0.273        7  kept     Pamphlet
    6,393      7   0.011        6  kept     Fine dining
    6,383     11               10  REMOVED  Autumn Rhythm (Number 30)
    6,382     63                8  kept     Photographer
    6,378     32   0.002        8  kept     Maya mythology
    6,376     54               13  kept     Photojournalism
    6,357      8               14  REMOVED  The Owl and the Pussy-Cat
    6,352     42               10  kept     Infographic
    6,341      7               13  REMOVED  Video game preservation
    6,334     68                4  kept     Gift
    6,325     45                5  kept     Scroll
    6,322     29   0.004       11  kept     Contemporary dance
    6,317     51               13  kept     Sketch (drawing)
    6,309     38                8  kept     Celtic music
    6,307     31   0.001        8  kept     Fusion cuisine
    6,298     12                9  REMOVED  Drawing Hands
    6,288     25   0.004       10  REMOVED  Vanishing point
    6,286     15   0.017        8  kept     Argentine tango
    6,286     31   0.000       12  REMOVED  Sports video game
    6,271     49                9  kept     Public library
    6,267     76               12  REMOVED  Bartolomé Esteban Murillo
    6,256     53                6  REMOVED  Mazurka
    6,247     59               13  kept     Landscape architecture
    6,226     15                9  REMOVED  Ambrotype
    6,212     30   0.003       10  kept     Street photography
    6,209     13   0.007       10  kept     Negative space
    6,201     28                9  REMOVED  Letterpress printing
    6,180     26   0.006       13  kept     Japanese calligraphy
    6,164     24                7  REMOVED  Miss Julie
    6,149     17                7  REMOVED  Hatching
    6,137     10   0.226       10  kept     Emerald City
    6,121     53                9  REMOVED  Praxiteles
    6,119     36   0.028        7  kept     Floor plan
    6,114     29                9  REMOVED  Assemblage (art)
    6,110     13   0.000       10  kept     Comic book convention
    6,110     39                8  kept     Scale model
    6,097     31   0.016        8  kept     Shutter speed
    6,093     25   0.088       15  REMOVED  An Essay Concerning Human Understanding
    6,048     31   0.025       12  kept     Chinese calligraphy
    6,036     49                4  kept     Emblem
    6,028     23   0.043       16  kept     Guardians of the Galaxy
    6,000     29   0.002       10  REMOVED  Culinary arts
    5,997      4               17  REMOVED  History of Eastern role-playing video games
    5,979     35   0.030       10  kept     Northern Renaissance
    5,950      3   0.047       11  REMOVED  Grunge (fashion)
    5,944     41               10  kept     Movie projector
    5,939     26                8  REMOVED  Rib vault
    5,935     21   0.001        6  kept     Neon sign
    5,924     49               10  REMOVED  Umberto Boccioni
    5,919     52               12  kept     Triangle (musical instrument)
    5,901     24   0.002        7  kept     Ghost story
    5,891     52                6  kept     Juggling
    5,889     22               14  REMOVED  Game Developers Conference
    5,856     11   0.000       13  REMOVED  Cheating in video games
    5,856     41                6  kept     Indian art
    5,838     73                9  kept     Folk dance
    5,825     35                7  REMOVED  Happening
    5,820      5   0.004       12  REMOVED  Golden Age of Television
    5,802      8   0.005       10  REMOVED  Golden Age of Radio
    5,801     39                9  kept     Cinema of France
    5,767     27                8  REMOVED  Decoupage
    5,755     69               12  REMOVED  Behistun inscription
    5,749      8   0.272       12  REMOVED  Oliver Twist (character)
    5,748     27   0.027        6  kept     Darkroom
    5,736     26                9  REMOVED  The Royal Ballet
    5,733      8   0.000       13  REMOVED  History of fashion design
    5,724     17   0.000       10  kept     Sonic screwdriver
    5,722     71               11  REMOVED  Buddhist canons
    5,720     21                8  REMOVED  Marquetry
    5,700     28   0.134       11  kept     Montage (filmmaking)
    5,691     16               11  REMOVED  Ring Fit Adventure
    5,683     41               12  REMOVED  Vienna Philharmonic
    5,681     52                6  kept     Gesture
    5,680     44                4  kept     Stilts
    5,674     37                8  REMOVED  Epic theatre
    5,637     31   0.002       10  kept     Film poster
    5,635     14               12  REMOVED  Hungarian Rhapsody No. 2
    5,635     28   0.001        8  kept     Music school
    5,634     43                7  kept     Animator
    5,603     49                8  kept     Courtyard
    5,602     16   0.001        7  REMOVED  Road crew
    5,589     30                6  REMOVED  Njáls saga
    5,572      7   0.062        5  kept     Rumba
    5,570     34   0.043       11  kept     Cultural identity
    5,561     44                8  REMOVED  Salon (Paris)
    5,544      2   0.007       10  REMOVED  Edward Rochester
    5,532      6   0.428       13  kept     Rapture (BioShock)
    5,530     13   0.002        9  kept     Standing ovation
    5,518     44                7  kept     Designer
    5,518      2               12  REMOVED  Mortality salience
    5,515     29                8  REMOVED  Concrete poetry
    5,480     26               10  REMOVED  The Sleeping Gypsy
    5,479     23               14  REMOVED  Rouen Cathedral (Monet series)
    5,470     10   0.459        9  REMOVED  Jane Eyre (character)
    5,464     21   0.001       11  kept     Youth subculture
    5,444     25   0.002       10  kept     X-wing fighter
    5,432     49               10  kept     Improvisation
    5,414     50                6  REMOVED  Land art
    5,410     28                9  REMOVED  Morality play
    5,397     69                6  kept     Operetta
    5,395     18               10  REMOVED  Pointe technique
    5,390     23   0.000        7  kept     Battle rap
    5,367     40                8  kept     Illustrator
    5,366      6   0.004        8  kept     Installation art
    5,354     16               10  REMOVED  Silverpoint
    5,346     13               11  REMOVED  Point-of-view shot
    5,340     35   1.781        9  kept     Contrast (vision)
    5,337     38                9  REMOVED  Concertmaster
    5,333     10               13  REMOVED  She Walks in Beauty
    5,331     37                8  REMOVED  Sgraffito
    5,331     46                6  kept     Studio
    5,313     22               10  REMOVED  Paper marbling
    5,307     26                8  REMOVED  Novum Organum
    5,304     22   0.000        9  kept     Retro gaming
    5,303     13   0.000       16  REMOVED  Self-Portrait with Bandaged Ear
    5,299     21               13  REMOVED  New York City Ballet
    5,258     27   0.037        8  kept     Mashup (music)
    5,232     35   0.259        8  kept     Novelist
    5,230     59                8  kept     Theater (structure)
    5,229     41                6  kept     Gamepad
    5,200     40               10  kept     Macro photography
    5,198     20                6  REMOVED  Jump cut
    5,196     12   0.001       12  REMOVED  Indigenous Australian art
    5,192     25   0.214        5  kept     Encore
    5,187     26   0.000       12  REMOVED  Photograph manipulation
    5,172     11   0.000       13  REMOVED  History of dance
    5,168     19               11  REMOVED  Latin American Boom
    5,155     45                7  kept     Arrangement
    5,147     21   0.019        8  kept     Game design
    5,146      5   0.000       14  REMOVED  Data and information visualization
    5,143     43                6  REMOVED  Aquatint
    5,130     22   0.007       12  REMOVED  The Lion and the Mouse
    5,120     24                8  REMOVED  Culture hero
    5,119     20   0.001       10  kept     Tango music
    5,112      3               16  REMOVED  Because I could not stop for Death
    5,103     25   0.002       11  REMOVED  Basket weaving
    5,103     22   0.001        7  kept     Ceramic art
    5,101     38                3  kept     Prop
    5,101     27   0.002       11  kept     Vintage clothing
    5,081     44                9  REMOVED  Mystery play
    5,056     19   0.002       12  kept     Bronze sculpture
    5,051     21   0.089        7  kept     Quilting
    5,037     22   0.001        8  kept     Party game
    5,032     44                7  kept     Banquet
    5,000     44                4  REMOVED  Tanka
    4,989     21   0.002        9  kept     Escapology
    4,969     24                8  REMOVED  Generative art
    4,966      9                8  REMOVED  The Elephants
    4,955     43                7  kept     Workshop
    4,954     25                8  REMOVED  Color field
    4,943     44               11  REMOVED  History painting
    4,880     25               11  REMOVED  Pointed arch
    4,877     31   0.114       10  kept     Orchestration
    4,873     22   0.003       12  kept     Stamp collecting
    4,868     35   0.001        8  kept     Dragon dance
    4,848     49                8  kept     Opera house
    4,840      6               11  REMOVED  Zion (The Matrix)
    4,828      9   0.015       12  kept     Frosty the Snowman
    4,826     13                6  REMOVED  Match cut
    4,825     10                7  REMOVED  Clerihew
    4,796     15               13  REMOVED  Everyman (15th-century play)
    4,791     21               12  REMOVED  Mariinsky Ballet
    4,786      5   0.085        5  kept     Steeple
    4,777     58                9  kept     Nativity scene
    4,762     47                9  REMOVED  Marius Petipa
    4,754     46               12  kept     Exposure (photography)
    4,754     21               10  REMOVED  Paris Opera Ballet
    4,753     24   0.000        9  kept     Freestyle rap
    4,747     39                5  REMOVED  Initial
    4,738     50                9  REMOVED  Cao Xueqin
    4,724     25               11  REMOVED  English Renaissance theatre
    4,720     30                8  REMOVED  Photogram
    4,682     43                9  kept     Advent calendar
    4,674      4               11  REMOVED  Virtual influencer
    4,662     17   0.002        6  kept     Art theft
    4,661     13   0.047       12  kept     Product design
    4,633     65                7  REMOVED  Kenzō Tange
    4,623     30   0.003        7  kept     Jazz dance
    4,617     21   0.297       10  kept     Impressionist (entertainment)
    4,617     73               10  kept     Tongue twister
    4,606     73                9  REMOVED  Donato Bramante
    4,599     15   0.000        9  kept     Arcade cabinet
    4,588     19               12  REMOVED  The Aleph and Other Stories
    4,587     14               12  REMOVED  The School for Scandal
    4,584     29   0.000        7  kept     Flip book
    4,584     57                5  kept     Recipe
    4,583     49                6  kept     Panorama
    4,576     23   0.003        8  kept     Classical ballet
    4,576      9   0.001       10  kept     Elvish languages
    4,571     32               10  REMOVED  Found object
    4,566     48               10  kept     Wood carving
    4,561     39                7  kept     African art
    4,542     10   0.000       11  kept     Irish stepdance
    4,532     53                6  kept     Bestseller
    4,527     24   0.005        8  kept     Concept art
    4,527      7   0.012        8  kept     Understudy
    4,510      9   1.417        6  kept     Tag (graffiti)
    4,500     19                9  REMOVED  Artist-in-residence
    4,493     38                6  kept     Applause
    4,491      9               10  REMOVED  Star (classification)
    4,488     27                5  REMOVED  Phèdre
    4,456      2               14  REMOVED  Readymades of Marcel Duchamp
    4,443     22   0.002       11  kept     Microsoft Solitaire
    4,440     49                9  kept     Astrophotography
    4,435     19   0.127       14  kept     Black Widow (Marvel Comics)
    4,433     49                7  kept     Art museum
    4,425      8   0.002       10  REMOVED  Figure drawing
    4,419     18   0.001        6  kept     Nail art
    4,408     32   0.062        7  kept     Art therapy
    4,392     46                9  kept     Magic carpet
    4,379     17               10  REMOVED  Musical tuning
    4,371     20               14  REMOVED  Metaphysical naturalism
    4,364     52                6  kept     Serenade
    4,363     32   0.040        9  kept     Buddhist art
    4,327     36   0.057       10  kept     Christmas carol
    4,324     36                8  REMOVED  Etruscan art
    4,303     37                9  REMOVED  Photomontage
    4,287     23               12  REMOVED  Production designer
    4,286     48                4  kept     Cookbook
    4,286     37               13  kept     Time-lapse photography
    4,274     24   0.330        8  kept     Auditorium
    4,273      8   0.001       10  kept     Electric organ
    4,270     54                8  kept     Exhibition
    4,262      5                7  REMOVED  Daddy (poem)
    4,249     10                6  REMOVED  Nonsense verse
    4,198     30   0.026        9  kept     Diagon Alley
    4,195     47                7  kept     Ceremony
    4,194     13               15  REMOVED  The Ballet Class (Degas, Musée d'Orsay)
    4,169     22   0.038       13  REMOVED  Long Walk to Freedom
    4,155      7                7  REMOVED  Brain Age
    4,150     36                7  kept     Red carpet
    4,142     26                6  REMOVED  Sestina
    4,139     68                7  kept     Balcony
    4,101      5                7  REMOVED  Wheatpaste
    4,086     32   6.152        7  kept     Memorial
    4,070     38                8  kept     Jive (dance)
    4,068     43               12  REMOVED  Etiquette in technology
    4,055     11   0.012        6  kept     Blooper
    4,029     12   0.009        7  kept     Unboxing
    4,018      8               11  REMOVED  Audio equalization
    4,012     17               11  REMOVED  Tracking shot
    3,990     39                8  kept     Art school
    3,986     21                7  REMOVED  Divisionism
    3,972     43               10  kept     Prelude (music)
    3,946      7   0.002       14  kept     Broadcast journalism
    3,921     24                8  REMOVED  Panel painting
    3,916     33               11  REMOVED  Identity (philosophy)
    3,905     19   0.006        6  kept     Power-up
    3,893     29                9  REMOVED  Weimar Classicism
    3,882     32   0.001       10  kept     Make-up artist
    3,879     28                9  REMOVED  La Sylphide
    3,867     49                7  kept     Stage (theatre)
    3,864     17               10  REMOVED  Broadway Boogie Woogie
    3,863     43                8  REMOVED  Kinetic art
    3,843     44               11  REMOVED  Comédie-Française
    3,840     14               11  REMOVED  Private collection
